image_id,Prediction_1,Prediction_2,Prediction_3,Prediction_4,Prediction_5
4371317176,promenade,parking_lot,crosswalk,volleyball_court/outdoor,driveway
4354275805,igloo,ski_slope,bedroom,arch,ice_floe
4357865194,sky,hayfield,field/wild,pasture,farm
4383721856,atrium/public,airport_terminal,shopping_mall/indoor,archive,lobby
4025236982,beach,ocean,iceberg,coast,sky
4356590225,forest_path,forest_road,mountain_path,picnic_area,rainforest
4381317977,art_gallery,gift_shop,museum/indoor,chemistry_lab,clean_room
4373350456,childs_room,discotheque,chemistry_lab,stage/indoor,beauty_salon
4069724705,stage/indoor,discotheque,wind_farm,sky,windmill
4332638502,playground,amusement_park,florist_shop/indoor,botanical_garden,water_park
4325179252,railroad_track,train_station/platform,industrial_area,valley,field_road
4379237554,iceberg,clean_room,ice_floe,ice_shelf,chemistry_lab
4344534346,florist_shop/indoor,vegetable_garden,greenhouse/indoor,botanical_garden,orchard
4378394019,desert/sand,mountain,iceberg,watering_hole,igloo
4370538257,clean_room,operating_room,airport_terminal,hospital_room,gymnasium/indoor
4385300372,barndoor,shower,clean_room,elevator/door,art_gallery
4379621037,jewelry_shop,beauty_salon,art_gallery,art_studio,lobby
4360045094,staircase,bank_vault,shower,elevator_shaft,museum/indoor
4332579064,atrium/public,shopping_mall/indoor,airport_terminal,office_building,courtyard
4384505108,clean_room,operating_room,shower,hospital_room,veterinarians_office
4371601132,ice_floe,iceberg,igloo,ice_shelf,crevasse
4379519297,stage/indoor,playground,martial_arts_gym,gymnasium/indoor,stage/outdoor
4378619676,drugstore,coffee_shop,water_tower,pharmacy,ice_cream_parlor
4328261210,office_cubicles,office,reception,clean_room,server_room
4423442575,zen_garden,crosswalk,playground,flea_market/indoor,fountain
4373274389,church/indoor,barndoor,church/outdoor,museum/indoor,throne_room
4374584560,home_office,office,loading_dock,office_cubicles,server_room
4340749381,highway,runway,hangar/outdoor,laundromat,crosswalk
4374278672,amusement_arcade,amusement_park,bowling_alley,motel,recreation_room
4339136821,arena/performance,football_field,stadium/baseball,stadium/football,stadium/soccer
4366465086,childs_room,gift_shop,beauty_salon,nursery,museum/indoor
4375679335,ice_shelf,snowfield,iceberg,glacier,ice_floe
4334742738,botanical_garden,forest/broadleaf,bamboo_forest,park,tree_farm
4377149542,hayfield,cemetery,field/cultivated,pasture,farm
4332037575,shower,ice_floe,beauty_salon,bathroom,aquarium
4365309721,ice_floe,aquarium,playground,beauty_salon,coffee_shop
4359031315,forest_road,field_road,highway,forest_path,driveway
4322380906,aquarium,discotheque,stage/indoor,arena/performance,stage/outdoor
4384118636,motel,bowling_alley,pharmacy,drugstore,hospital
4378051811,arena/performance,stage/indoor,orchestra_pit,stage/outdoor,music_studio
4364741879,kennel/outdoor,campsite,bamboo_forest,topiary_garden,greenhouse/indoor
4356037657,rainforest,bamboo_forest,rope_bridge,botanical_garden,vegetable_garden
4361948608,fountain,tower,mosque/outdoor,museum/outdoor,skyscraper
4384681940,shopping_mall/indoor,atrium/public,arcade,airport_terminal,department_store
4335587285,oilrig,harbor,tower,skyscraper,lake/natural
4340750563,art_gallery,shower,museum/indoor,nursery,heliport
4367669007,field/wild,pasture,forest/broadleaf,tundra,watering_hole
4365076876,snowfield,tree_farm,sky,ice_shelf,ski_slope
4374596214,shower,bathroom,museum/indoor,locker_room,art_gallery
4334870646,underwater/ocean_deep,aquarium,botanical_garden,corn_field,wheat_field
4340969749,playground,raceway,park,amusement_park,kennel/outdoor
4318729075,aquarium,ice_floe,pond,underwater/ocean_deep,bamboo_forest
4373103127,museum/indoor,shower,clean_room,art_gallery,dressing_room
4335068744,mansion,castle,building_facade,palace,apartment_building/outdoor
4365736742,shower,clean_room,clothing_store,nursery,airplane_cabin
4315685739,stage/indoor,discotheque,auditorium,airport_terminal,locker_room
4342619281,beach,snowfield,coast,ocean,ice_shelf
4366502808,desert/sand,iceberg,florist_shop/indoor,field/wild,sky
4376803789,parking_lot,parking_garage/outdoor,downtown,hospital,crosswalk
4319423640,bedroom,childs_room,hotel_room,beauty_salon,gift_shop
4377483209,yard,highway,forest_road,lawn,field_road
4317235620,beach,volleyball_court/outdoor,ocean,childs_room,gas_station
4365665827,museum/indoor,iceberg,art_gallery,clean_room,ice_floe
4361385481,ice_shelf,snowfield,ice_floe,glacier,desert/sand
4383566598,elevator/door,museum/indoor,elevator_lobby,drugstore,pharmacy
4344443628,ice_skating_rink/indoor,airport_terminal,ice_skating_rink/outdoor,shopping_mall/indoor,mezzanine
4332346254,parking_lot,highway,playground,amusement_park,bridge
4367479615,aquarium,underwater/ocean_deep,iceberg,science_museum,museum/indoor
4382232591,boathouse,ice_skating_rink/outdoor,pond,lake/natural,swamp
4371608204,ice_floe,ice_cream_parlor,clean_room,hospital_room,operating_room
4375019743,snowfield,ski_slope,mountain_snowy,ice_floe,ice_shelf
4381069026,bathroom,clean_room,clothing_store,museum/indoor,shoe_shop
4365694248,coffee_shop,crosswalk,ice_cream_parlor,candy_store,bakery/shop
4383395148,airport_terminal,atrium/public,arcade,corridor,shopping_mall/indoor
4064123279,museum/indoor,art_gallery,art_studio,rice_paddy,baseball_field
4335800789,nursery,art_gallery,artists_loft,childs_room,art_studio
4375483378,arch,tower,playroom,church/indoor,gift_shop
4349367296,ice_cream_parlor,florist_shop/indoor,bakery/shop,candy_store,jewelry_shop
4361056079,glacier,crevasse,mountain_snowy,snowfield,ski_slope
4380570884,ski_resort,house,cottage,mansion,schoolhouse
4342554441,clean_room,television_studio,martial_arts_gym,hospital_room,physics_laboratory
4319940054,corridor,medina,burial_chamber,alley,arcade
4376077393,mausoleum,temple/asia,cemetery,plaza,pagoda
4315057503,ice_floe,crosswalk,clean_room,ice_cream_parlor,banquet_hall
2343985959,childs_room,fabric_store,playroom,nursery,kindergarden_classroom
4314568895,arena/performance,stage/indoor,orchestra_pit,toyshop,auditorium
4353131123,igloo,ice_floe,arch,ice_shelf,fountain
4382634369,music_studio,office,archive,hospital_room,lecture_room
4368002011,swimming_pool/indoor,fountain,aquarium,jacuzzi/indoor,wave
4351269513,aqueduct,cemetery,orchard,campus,schoolhouse
4325424954,booth/indoor,pharmacy,hospital,ticket_booth,drugstore
4343719685,skyscraper,downtown,office_building,industrial_area,tower
4351596089,arcade,corridor,entrance_hall,arch,airport_terminal
4319563246,pond,lake/natural,marsh,creek,swamp
269668602,discotheque,science_museum,museum/indoor,florist_shop/indoor,pond
4383826249,ice_floe,ice_shelf,beach_house,ocean,swimming_pool/outdoor
4378145275,pier,balcony/interior,boardwalk,ocean,beach
4341376251,golf_course,hot_spring,watering_hole,fountain,pasture
4374130984,igloo,amusement_park,raft,ice_floe,water_park
4374226542,igloo,zen_garden,art_gallery,childs_room,bakery/shop
4376602648,cliff,desert/sand,ice_shelf,coast,ocean
4383326214,jewelry_shop,clothing_store,fabric_store,gift_shop,childs_room
4366243230,gift_shop,playroom,drugstore,candy_store,childs_room
4375196072,desert/sand,coast,beach,valley,ocean
4365042794,natural_history_museum,jewelry_shop,gift_shop,science_museum,toyshop
4378253486,harbor,iceberg,ocean,hospital,coast
4351342724,museum/indoor,art_gallery,pond,science_museum,sauna
3747259527,clean_room,operating_room,shoe_shop,clothing_store,hospital_room
4361076874,construction_site,art_studio,oilrig,slum,excavation
4372093853,art_gallery,balcony/exterior,construction_site,nursery,barndoor
3762280354,florist_shop/indoor,botanical_garden,vegetable_garden,field/wild,rainforest
4366200156,iceberg,crevasse,ice_floe,ice_shelf,glacier
4358888501,museum/indoor,art_gallery,clothing_store,office,lobby
4366629579,bow_window/indoor,closet,nursery,barndoor,staircase
4381683581,fire_escape,staircase,windmill,office_building,skyscraper
4365699612,pharmacy,drugstore,ice_shelf,hospital,iceberg
4382471434,orchard,forest/broadleaf,picnic_area,park,forest_path
4422568381,train_station/platform,railroad_track,subway_station/platform,loading_dock,industrial_area
4383340079,zen_garden,desert/sand,ice_floe,snowfield,crevasse
4370592788,childs_room,playroom,gift_shop,art_studio,museum/indoor
4366465512,childs_room,ice_floe,fabric_store,glacier,jewelry_shop
4365738645,iceberg,ice_shelf,ice_floe,glacier,sky
4314948748,sky,mountain_snowy,wind_farm,field/wild,valley
4324287757,tundra,hot_spring,ice_floe,coast,beach
4377635374,igloo,snowfield,ice_floe,ice_shelf,desert/sand
4332128561,mosque/outdoor,castle,tower,palace,harbor
4316434489,bank_vault,cemetery,mausoleum,catacomb,burial_chamber
4348415499,museum/indoor,art_gallery,art_studio,desert/sand,natural_history_museum
4383990340,ice_cream_parlor,kindergarden_classroom,art_studio,childs_room,swimming_pool/indoor
4380398573,television_studio,stage/indoor,movie_theater/indoor,clean_room,lecture_room
4380930989,underwater/ocean_deep,ice_floe,swimming_pool/indoor,aquarium,fountain
4912776230,playground,jacuzzi/indoor,sandbox,water_park,swimming_pool/indoor
4383016059,ski_slope,snowfield,ice_shelf,forest_path,igloo
4376694296,library/indoor,archive,department_store,airport_terminal,entrance_hall
4376467555,synagogue/outdoor,courthouse,arch,building_facade,museum/outdoor
2205261084,clothing_store,shower,locker_room,closet,dressing_room
4379133151,beauty_salon,booth/indoor,nursery,museum/indoor,elevator/door
4374089514,museum/indoor,art_gallery,science_museum,natural_history_museum,archive
4423332054,art_studio,burial_chamber,gift_shop,fabric_store,art_gallery
4423054977,aquarium,wheat_field,underwater/ocean_deep,botanical_garden,amusement_park
4375490298,water_park,childs_room,flea_market/indoor,landfill,toyshop
4342710258,gift_shop,jewelry_shop,physics_laboratory,museum/indoor,chemistry_lab
4364954339,discotheque,stage/indoor,aquarium,hospital_room,chemistry_lab
4372374253,ice_cream_parlor,jewelry_shop,bakery/shop,candy_store,shoe_shop
4353685717,discotheque,arena/performance,stage/indoor,clothing_store,television_studio
4369223632,igloo,ski_slope,snowfield,ski_resort,ice_shelf
4330148813,ice_floe,watering_hole,museum/indoor,iceberg,natural_history_museum
4341531627,kennel/outdoor,promenade,balcony/interior,bridge,courtyard
300344531,clothing_store,museum/indoor,martial_arts_gym,gift_shop,art_gallery
4362123398,lawn,field/cultivated,ocean,golf_course,underwater/ocean_deep
4349182169,clothing_store,museum/indoor,clean_room,gift_shop,ice_skating_rink/indoor
4358086277,tree_farm,rainforest,swamp,pond,orchard
4327361672,museum/indoor,art_studio,art_gallery,art_school,nursery
4375310155,museum/indoor,art_gallery,art_studio,art_school,church/indoor
4332962133,elevator/door,doorway/outdoor,phone_booth,loading_dock,barndoor
4346104439,airport_terminal,ballroom,skyscraper,art_gallery,downtown
4369998181,jewelry_shop,gift_shop,flea_market/indoor,candy_store,shoe_shop
4349356441,tundra,snowfield,ice_shelf,ice_floe,mountain_snowy
4321787055,harbor,pier,boat_deck,oilrig,river
4380604371,museum/indoor,water_tower,shower,shoe_shop,art_gallery
4356341755,ice_cream_parlor,bakery/shop,florist_shop/indoor,iceberg,ball_pit
2460129176,racecourse,raceway,runway,arena/rodeo,museum/indoor
4378876232,clean_room,hospital_room,operating_room,nursery,bathroom
2201908727,clean_room,museum/indoor,elevator/door,medina,art_gallery
4315038763,playroom,ice_cream_parlor,childs_room,ball_pit,coffee_shop
4336675220,candy_store,bakery/shop,delicatessen,fastfood_restaurant,aquarium
4345875218,discotheque,stage/indoor,gymnasium/indoor,boxing_ring,runway
2821962858,staircase,museum/indoor,playground,clothing_store,natural_history_museum
4344363884,drugstore,beer_hall,pharmacy,coffee_shop,booth/indoor
4384241955,beauty_salon,wheat_field,chemistry_lab,clean_room,hospital_room
4372436862,childs_room,playground,playroom,kindergarden_classroom,nursery
4371230483,museum/indoor,science_museum,natural_history_museum,shower,chemistry_lab
4365002281,gift_shop,bakery/shop,ball_pit,nursery,candy_store
4348176255,archive,staircase,zen_garden,lecture_room,amphitheater
4363207887,natural_history_museum,science_museum,staircase,botanical_garden,museum/indoor
4363074765,amusement_park,construction_site,industrial_area,water_park,stadium/baseball
4381108357,igloo,crevasse,iceberg,ice_shelf,grotto
4358828980,gift_shop,jewelry_shop,museum/indoor,bakery/shop,burial_chamber
4332619237,airfield,sky,heliport,hangar/indoor,ski_slope
4380564148,crosswalk,tower,skyscraper,office_building,plaza
4376367796,doorway/outdoor,alley,fire_escape,rope_bridge,staircase
4356751582,hospital,embassy,general_store/outdoor,pharmacy,building_facade
4357698879,stage/indoor,childs_room,discotheque,arena/performance,ballroom
4343666815,atrium/public,elevator_lobby,shopping_mall/indoor,lobby,reception
4379856276,soccer_field,football_field,stadium/football,stadium/soccer,athletic_field/outdoor
4375578070,industrial_area,water_tower,butte,kasbah,parking_lot
4315055853,ice_floe,water_park,coast,beach,iceberg
4321574741,ice_shelf,forest_road,barndoor,ski_slope,forest_path
4369946326,wind_farm,windmill,construction_site,oilrig,sky
4399043329,childs_room,kindergarden_classroom,nursery,gift_shop,playroom
4368004376,natural_history_museum,science_museum,discotheque,aquarium,museum/indoor
4381376724,art_gallery,museum/indoor,art_studio,art_school,nursery
4335188628,clean_room,hospital_room,operating_room,childs_room,laundromat
4379773594,bedroom,hotel_room,living_room,nursery,hospital_room
4851936238,clean_room,dressing_room,clothing_store,museum/indoor,ballroom
4356884455,apartment_building/outdoor,building_facade,mansion,palace,hospital
4316891977,jacuzzi/indoor,swimming_pool/indoor,ice_cream_parlor,shower,beauty_salon
4378897973,railroad_track,loading_dock,train_station/platform,subway_station/platform,kennel/outdoor
4330198429,lecture_room,classroom,conference_center,office_cubicles,legislative_chamber
4367154463,ice_floe,ice_shelf,museum/indoor,loading_dock,boat_deck
4386480998,desert/sand,bathroom,shower,corridor,clean_room
4375491208,jewelry_shop,gift_shop,childs_room,flea_market/indoor,fabric_store
2178983320,coffee_shop,beauty_salon,hospital_room,nursery,chemistry_lab
4376102671,artists_loft,corridor,entrance_hall,attic,elevator_lobby
4374087823,snowfield,igloo,ice_floe,wave,mountain_snowy
4374495615,tower,church/outdoor,courthouse,mosque/outdoor,skyscraper
4317794173,ski_slope,crevasse,glacier,underwater/ocean_deep,snowfield
4315738777,stadium/football,arena/performance,stadium/soccer,soccer_field,plaza
4366496877,office_cubicles,nursery,childs_room,airport_terminal,reception
4342799748,beauty_salon,dressing_room,chemistry_lab,biology_laboratory,gift_shop
4382744845,greenhouse/indoor,desert/sand,desert/vegetation,wheat_field,botanical_garden
4368304831,desert/sand,badlands,junkyard,canyon,landfill
4380021668,sky,mountain_snowy,wave,snowfield,desert/sand
4337677053,lake/natural,snowfield,marsh,ice_floe,pond
4380475942,harbor,railroad_track,loading_dock,boat_deck,heliport
4354414605,greenhouse/indoor,vegetable_garden,corn_field,field/wild,orchard
4314191871,archive,server_room,museum/indoor,science_museum,art_gallery
4367076603,beach,ocean,coast,iceberg,ice_shelf
4358400201,ski_resort,ice_skating_rink/outdoor,construction_site,inn/outdoor,building_facade
4315577745,aquarium,underwater/ocean_deep,kindergarden_classroom,vegetable_garden,playground
4320708023,department_store,food_court,shopping_mall/indoor,airport_terminal,shoe_shop
4363958755,beauty_salon,clean_room,hospital_room,biology_laboratory,chemistry_lab
4333107163,skyscraper,industrial_area,downtown,harbor,office_building
4377054417,art_gallery,bathroom,artists_loft,reception,shower
4334802372,shower,bathroom,server_room,physics_laboratory,chemistry_lab
4375426205,arch,church/indoor,corridor,attic,entrance_hall
4351986995,pharmacy,drugstore,iceberg,ball_pit,hospital_room
4330274347,ice_shelf,ice_floe,mountain_snowy,snowfield,tree_farm
4381128845,bus_station/indoor,subway_station/platform,train_station/platform,parking_garage/indoor,crosswalk
4380107788,veterinarians_office,ice_cream_parlor,ice_floe,iceberg,pond
663463700,ice_floe,ice_skating_rink/outdoor,ice_shelf,snowfield,beach
4367898444,harbor,boat_deck,cafeteria,food_court,construction_site
4379760491,museum/indoor,chemistry_lab,art_gallery,discotheque,science_museum
4376377619,ticket_booth,bookstore,pharmacy,drugstore,fastfood_restaurant
4357665322,museum/indoor,art_gallery,art_studio,art_school,artists_loft
4378529236,natural_history_museum,nursery,museum/indoor,childs_room,underwater/ocean_deep
4433722547,florist_shop/indoor,stage/indoor,botanical_garden,discotheque,ballroom
4372379888,ice_shelf,ice_floe,glacier,snowfield,valley
4343009861,airport_terminal,auto_factory,assembly_line,mezzanine,department_store
4380511795,water_park,promenade,bazaar/outdoor,amusement_park,mosque/outdoor
4377988925,museum/indoor,art_gallery,art_studio,art_school,archive
4315461324,childs_room,playroom,gift_shop,nursery,bakery/shop
4372268016,fabric_store,gift_shop,clothing_store,jewelry_shop,art_studio
4386338704,valley,mountain,hot_spring,volcano,mountain_path
4329743533,biology_laboratory,office,chemistry_lab,office_cubicles,clean_room
4376338683,florist_shop/indoor,discotheque,bowling_alley,elevator_lobby,staircase
4358865264,parking_lot,raceway,junkyard,highway,industrial_area
4370890805,promenade,alley,corridor,pier,boardwalk
4416011980,museum/outdoor,construction_site,museum/indoor,excavation,playground
4381993389,sky,desert/sand,shower,ocean,elevator/door
3416710289,ice_cream_parlor,nursery,playroom,pantry,bakery/shop
4338471130,canal/urban,river,harbor,lake/natural,tower
4265917365,ice_floe,iceberg,ice_shelf,ice_cream_parlor,glacier
2793717476,water_park,swimming_pool/indoor,ice_floe,aquarium,swimming_pool/outdoor
4383928887,booth/indoor,department_store,shoe_shop,gift_shop,jewelry_shop
4341143050,ski_slope,snowfield,ice_floe,glacier,igloo
4361830911,aquarium,discotheque,swimming_pool/indoor,kindergarden_classroom,conference_center
4348237614,forest_road,field_road,forest_path,highway,tree_farm
4365805247,dressing_room,museum/indoor,art_gallery,clothing_store,igloo
4343865540,chemistry_lab,flea_market/indoor,biology_laboratory,bazaar/outdoor,beauty_salon
4420023374,boxing_ring,mezzanine,martial_arts_gym,gymnasium/indoor,atrium/public
4365729747,home_theater,ruin,sky,desert/sand,arch
