image_id,Prediction_1,Prediction_2,Prediction_3,Prediction_4,Prediction_5,Prediction_6,Prediction_7,Prediction_8,Prediction_9,Prediction_10
4380506035,shoe_shop,china_cabinet,refrigerator,sliding_door,bakery,vacuum,photocopier,cash_machine,library,water_jug
4317864481,birdhouse,barn,water_buffalo,thatch,yurt,mobile_home,ox,boathouse,oxcart,pole
4339717775,parachute,airship,balloon,wing,flagpole,warplane,seashore,jellyfish,airliner,vulture
4363435212,canoe,bucket,seashore,container_ship,wreck,barrow,paddle,lifeboat,lakeside,shovel
4370855761,seashore,sandbar,snowplow,parking_meter,boathouse,mobile_home,picket_fence,umbrella,lakeside,snowmobile
4355163718,great_grey_owl,ruffed_grouse,house_finch,quail,partridge,ptarmigan,kite,prairie_chicken,hummingbird,vulture
4380591706,monitor,television,desktop_computer,screen,desk,notebook,laptop,entertainment_center,web_site,mouse
4381526485,hatchet,hammer,flute,mortar,nail,pencil_sharpener,wooden_spoon,lumbermill,clog,whistle
4373467819,miniskirt,sarong,bikini,maillot,brassiere,swimming_trunks,jean,sandal,tub,sunglasses
4360320677,fountain,altar,pedestal,obelisk,triumphal_arch,monastery,wall_clock,vault,throne,fire_screen
4333907653,comic_book,cassette,slot,church,tray,packet,jigsaw_puzzle,handkerchief,television,web_site
4363937156,envelope,pinwheel,flagpole,mortarboard,street_sign,book_jacket,web_site,wall_clock,matchstick,puck
4349634289,chainlink_fence,bannister,barrow,shovel,stone_wall,snowplow,suspension_bridge,worm_fence,park_bench,birdhouse
4380687595,yurt,thatch,gas_pump,volcano,ashcan,mailbox,restaurant,bell_cote,boathouse,bakery
4318361746,alp,dogsled,ski,valley,mountain_tent,lakeside,tripod,snowmobile,solar_dish,cliff
4380264475,confectionery,freight_car,tray,bakery,packet,theater_curtain,chest,fire_screen,wallet,shower_curtain
4376173574,orange,banana,matchstick,lemon,television,web_site,monitor,screen,lighter,volcano
4386359942,bald_eagle,vulture,water_tower,plastic_bag,obelisk,white_stork,magpie,birdhouse,sulphur-crested_cockatoo,lakeside
4365267806,tricycle,cannon,tractor,moped,Model_T,lawn_mower,half_track,go-kart,thresher,motor_scooter
4337583210,sarong,wardrobe,kimono,shoe_shop,stole,apron,pajama,toyshop,jean,poncho
4317449320,jellyfish,spotlight,bubble,nematode,pick,gong,Petri_dish,ladle,steel_drum,radio_telescope
4374751744,wombat,wood_rabbit,weasel,beaver,badger,mink,mousetrap,marmot,wallaby,polecat
4323968915,lakeside,breakwater,fireboat,sandbar,seashore,dam,paddlewheel,boathouse,pier,dock
4404939496,washbasin,shower_curtain,medicine_chest,bathtub,tub,toilet_seat,soap_dispenser,wall_clock,bath_towel,switch
4316518980,ski_mask,bonnet,mitten,wool,cowboy_hat,chain_mail,armadillo,poncho,mask,wig
4865987185,miniskirt,maillot,jean,maillot,suit,toilet_tissue,velvet,sunglasses,cowboy_boot,bathtub
4371395197,wreck,breakwater,seashore,barn,park_bench,umbrella,lakeside,megalith,swing,cliff
4375002605,home_theater,studio_couch,television,mosquito_net,quilt,entertainment_center,window_shade,screen,sliding_door,monitor
4363033948,miniskirt,swing,swimming_trunks,maypole,horizontal_bar,bikini,umbrella,pole,diaper,park_bench
4349206124,valley,albatross,sea_lion,ice_bear,Arctic_fox,grey_whale,dam,cliff,breakwater,sloth_bear
4315790410,Chihuahua,toy_poodle,toy_terrier,bluetick,beagle,grey_fox,Pembroke,Cardigan,Italian_greyhound,miniature_poodle
4355375710,cliff,breakwater,promontory,megalith,lakeside,geyser,wreck,alp,seashore,beacon
4342088276,home_theater,pool_table,grand_piano,cinema,restaurant,theater_curtain,television,projector,dining_table,tub
4376281699,megalith,geyser,cliff,groom,volcano,castle,beacon,bubble,torch,binoculars
4379992266,vestment,hair_spray,kimono,altar,mortarboard,mask,sarong,cloak,overskirt,shower_curtain
375532425,Egyptian_cat,tabby,tiger_cat,lynx,Persian_cat,screen,television,monitor,dishwasher,feather_boa
4383939264,Maltese_dog,Lhasa,West_Highland_white_terrier,Tibetan_terrier,cairn,komondor,soft-coated_wheaten_terrier,Shih-Tzu,Dandie_Dinmont,toy_poodle
3746361233,gown,groom,hoopskirt,abaya,overskirt,crutch,bow_tie,bow,umbrella,plastic_bag
4351649039,television,monitor,screen,web_site,home_theater,desktop_computer,hay,barn,castle,church
4367721561,street_sign,tobacco_shop,grocery_store,thresher,toyshop,confectionery,mailbox,padlock,scale,birdhouse
4370569086,toilet_seat,eggnog,clog,toilet_tissue,water_jug,knee_pad,pretzel,pitcher,mortar,sandal
4366243989,groenendael,Bernese_mountain_dog,broccoli,tabby,Newfoundland,Bouvier_des_Flandres,bucket,laptop,paper_towel,doormat
4332137750,monitor,television,web_site,screen,castle,jigsaw_puzzle,home_theater,lakeside,church,fountain
4073606059,maillot,maillot,gown,sarong,bikini,paddle,sunglass,reel,umbrella,water_bottle
4354997855,matchstick,lampshade,lipstick,lighter,candle,spotlight,table_lamp,perfume,syringe,pill_bottle
4383723434,bannister,refrigerator,sliding_door,turnstile,prison,window_shade,folding_chair,radiator,space_heater,spotlight
2545852959,groom,suit,Loafer,bow_tie,miniskirt,mortarboard,jean,umbrella,French_horn,brassiere
4418378816,web_site,stone_wall,lakeside,picket_fence,park_bench,proboscis_monkey,monitor,seashore,viaduct,tusker
4330455299,dam,pier,turnstile,prison,chainlink_fence,freight_car,crate,planetarium,forklift,bannister
4343294492,ski,crutch,dogsled,alp,Irish_wolfhound,folding_chair,moving_van,bobsled,marimba,catamaran
4363363114,stole,bonnet,poncho,mitten,mask,wool,wig,cloak,fur_coat,bow_tie
4386324524,envelope,web_site,menu,packet,book_jacket,Band_Aid,rule,handkerchief,quill,brassiere
4378163144,ski,snowmobile,bobsled,dogsled,alp,parachute,bannister,stupa,ski_mask,mountain_bike
4374395011,gasmask,oxygen_mask,bubble,microphone,loupe,binoculars,harmonica,mask,cornet,spotlight
4315193570,apron,purse,velvet,mailbag,sarong,brassiere,handkerchief,vestment,wool,mitten
4365398852,fountain,hay,bison,geyser,lakeside,canoe,snowmobile,barn,cliff,broom
4380185017,pencil_sharpener,pill_bottle,saltshaker,rubber_eraser,lighter,toilet_tissue,iron,Band_Aid,safety_pin,combination_lock
4376140540,weasel,otter,mink,marmot,lynx,fox_squirrel,beaver,Egyptian_cat,polecat,ice_bear
4365167153,megalith,cliff,stone_wall,cliff_dwelling,promontory,lakeside,castle,breakwater,geyser,valley
4376285744,geyser,alp,snowmobile,dogsled,ski,snowplow,breakwater,fountain,lakeside,barn
4373697122,ski,snowmobile,coho,sturgeon,alp,mountain_bike,parachute,bicycle-built-for-two,dogsled,scuba_diver
4382227605,Great_Dane,Rhodesian_ridgeback,Doberman,whippet,bloodhound,dalmatian,vizsla,Weimaraner,redbone,bull_mastiff
4315272381,web_site,book_jacket,comic_book,menu,envelope,scoreboard,monitor,packet,analog_clock,crossword_puzzle
4343829697,lakeside,dam,park_bench,canoe,breakwater,boathouse,submarine,castle,barn,paddle
4382296870,electric_guitar,microphone,acoustic_guitar,stage,banjo,drumstick,accordion,sax,maraca,harp
4322302342,lakeside,castle,boathouse,suspension_bridge,pier,canoe,seashore,valley,viaduct,beacon
4318611445,prayer_rug,handkerchief,binder,fire_screen,envelope,shield,tray,wool,doormat,vestment
4379372918,fountain,spotlight,geyser,alp,planetarium,volcano,stage,lakeside,traffic_light,church
4375618501,velvet,Band_Aid,fur_coat,book_jacket,web_site,stole,dough,sea_cucumber,wool,bikini
4354829945,bee,fly,ladybug,ant,snail,leaf_beetle,honeycomb,rapeseed,hermit_crab,weevil
4329183442,jigsaw_puzzle,envelope,carton,rule,laptop,pencil_box,binder,wallet,tray,chest
4382190586,sunglass,sunglasses,candle,seat_belt,cowboy_hat,syringe,drumstick,sombrero,pill_bottle,abacus
4378188318,mountain_tent,fountain,barn,snowmobile,volcano,car_mirror,park_bench,lakeside,spotlight,valley
4380202979,gown,maillot,maillot,pajama,sarong,apron,jersey,miniskirt,bath_towel,toilet_tissue
4380525795,window_shade,shower_curtain,mosquito_net,suit,window_screen,wardrobe,neck_brace,theater_curtain,lampshade,shoji
4375507440,flat-coated_retriever,schipperke,groenendael,Newfoundland,Scotch_terrier,Labrador_retriever,giant_schnauzer,cocker_spaniel,kelpie,affenpinscher
4377680544,bookshop,library,forklift,dumbbell,screwdriver,syringe,altar,matchstick,sewing_machine,carpenter's_kit
4340848464,snowplow,park_bench,snowmobile,dogsled,mountain_tent,yurt,worm_fence,barn,alp,church
4375646705,fountain,bannister,umbrella,suspension_bridge,pier,window_shade,car_mirror,bullet_train,spotlight,streetcar
4378233410,umbrella,shovel,tricycle,unicycle,picket_fence,swing,clog,chain_saw,cowboy_boot,horizontal_bar
4385044648,electric_locomotive,passenger_car,freight_car,steam_locomotive,streetcar,amphibian,tank,dock,submarine,crane
4372121855,geyser,alp,valley,fountain,lakeside,volcano,mountain_tent,worm_fence,radio_telescope,wreck
4320532306,Chihuahua,Boston_bull,Italian_greyhound,French_bulldog,schipperke,Mexican_hairless,toy_terrier,miniature_pinscher,Siamese_cat,toy_poodle
4375417065,tractor,thresher,harvester,snowplow,plow,stretcher,snowmobile,crane,forklift,barrel
4365588299,velvet,wallet,jean,loudspeaker,jellyfish,book_jacket,cloak,nematode,safety_pin,theater_curtain
4371623885,dock,pier,traffic_light,cab,suspension_bridge,fountain,obelisk,streetcar,pole,scoreboard
4367405051,book_jacket,ox,window_screen,web_site,mobile_home,screen,television,Arabian_camel,picket_fence,window_shade
4342081263,carousel,pirate,stupa,palace,liner,monastery,streetcar,torch,stage,balloon
4364456945,obelisk,church,mosque,bell_cote,altar,beacon,pedestal,monastery,missile,totem_pole
4326709633,goblet,vase,pitcher,caldron,barrel,water_jug,mortar,coffeepot,soap_dispenser,pot
4338153993,brassiere,maillot,gown,overskirt,hoopskirt,bikini,maillot,sarong,apron,miniskirt
4378416652,bonnet,picket_fence,fur_coat,trench_coat,stole,poncho,wig,cardigan,ice_lolly,lab_coat
4384590292,chime,bassoon,cornet,binder,sliding_door,trombone,flute,guillotine,bannister,forklift
4315281067,gong,pick,golf_ball,chime,tick,nematode,spotlight,hook,nail,drumstick
4371802779,ping-pong_ball,espresso_maker,restaurant,joystick,scale,table_lamp,gong,china_cabinet,candle,dining_table
4357150012,safety_pin,chain,thimble,loupe,necklace,buckle,screw,bottlecap,hook,espresso
4345220953,web_site,envelope,monitor,plastic_bag,television,jellyfish,screen,shower_cap,handkerchief,bubble
4348271369,torch,spotlight,theater_curtain,microphone,matchstick,suit,candle,abaya,jack-o'-lantern,accordion
4319540391,knee_pad,backpack,oxygen_mask,holster,crash_helmet,ski,bow,scuba_diver,vacuum,tripod
4382436417,hair_spray,ice_lolly,sunscreen,wig,cellular_telephone,Band_Aid,lipstick,bubble,sunglasses,sunglass
4381248069,vestment,academic_gown,kimono,cloak,mortarboard,poncho,sarong,torch,stole,theater_curtain
4315917807,Bouvier_des_Flandres,affenpinscher,Kerry_blue_terrier,giant_schnauzer,cairn,briard,Scotch_terrier,Lakeland_terrier,miniature_schnauzer,Tibetan_terrier
4365256991,viaduct,megalith,obelisk,pier,castle,fur_coat,bell_cote,breakwater,suspension_bridge,umbrella
4335667948,puck,knee_pad,crash_helmet,bobsled,ski,snowmobile,go-kart,football_helmet,motor_scooter,ballplayer
4357045613,marimba,Kerry_blue_terrier,Arabian_camel,Irish_water_spaniel,altar,military_uniform,toyshop,confectionery,tank,teddy
233180526,umbrella,trench_coat,miniskirt,clog,poncho,unicycle,cowboy_boot,tricycle,pinwheel,bonnet
4380820098,banana,toaster,bolete,teddy,sulphur_butterfly,jackfruit,mushroom,artichoke,dragonfly,book_jacket
4376376521,lakeside,castle,palace,boathouse,fountain,church,dock,seashore,obelisk,crane
4384636794,confectionery,rain_barrel,bucket,pop_bottle,barrel,water_bottle,candle,shower_curtain,pitcher,shopping_basket
4317683042,traffic_light,streetcar,passenger_car,ashcan,electric_locomotive,school_bus,freight_car,scoreboard,chainlink_fence,street_sign
4316300957,mosquito_net,swing,plastic_bag,cradle,harp,kimono,flute,mountain_tent,bow,four-poster
4380437056,picket_fence,swing,chain,panpipe,microphone,feather_boa,fur_coat,marimba,swab,sax
1282542580,web_site,binder,monitor,menu,envelope,screen,notebook,file,laptop,desk
4341537720,bicycle-built-for-two,mountain_bike,unicycle,alp,tricycle,moped,crash_helmet,torch,ski,dogsled
4317700696,cup,coffee_mug,candle,web_site,monitor,lighter,television,vase,perfume,altar
4316927131,komondor,Lakeland_terrier,soft-coated_wheaten_terrier,miniature_poodle,toy_poodle,Bedlington_terrier,lynx,Airedale,standard_poodle,teddy
4384158781,starfish,hermit_crab,fiddler_crab,tarantula,sea_urchin,rock_crab,prairie_chicken,crayfish,agama,snail
4378949845,wing,geyser,alp,missile,space_shuttle,traffic_light,parachute,warplane,volcano,ski
4325960285,dogsled,Eskimo_dog,Great_Dane,Weimaraner,Siberian_husky,Irish_wolfhound,bloodhound,whippet,Chesapeake_Bay_retriever,malinois
4380757038,alp,valley,cliff,geyser,megalith,castle,stupa,mountain_bike,volcano,mountain_tent
4360815868,hammer,revolver,plane,tile_roof,rifle,piggy_bank,cannon,triceratops,plow,cuirass
4363332753,crossword_puzzle,pick,pencil_box,purse,Petri_dish,iron,slide_rule,safety_pin,pencil_sharpener,mouse
4375096427,sports_car,convertible,car_wheel,beach_wagon,limousine,minivan,racer,grille,tow_truck,jeep
4371317176,bannister,patio,prison,flagpole,sliding_door,sundial,fountain,spotlight,pole,coil
4354275805,coffee_mug,candle,bathtub,punching_bag,cup,laptop,beaker,toaster,beer_glass,saltshaker
4357865194,barn,dogsled,snowmobile,stone_wall,alp,lakeside,bison,worm_fence,coyote,Appenzeller
4383721856,pier,suspension_bridge,steel_arch_bridge,library,vault,forklift,drilling_platform,dock,restaurant,church
4025236982,breakwater,sandbar,seashore,submarine,aircraft_carrier,beacon,wreck,geyser,lakeside,liner
4356590225,mountain_bike,bicycle-built-for-two,alp,crash_helmet,moped,malamute,tricycle,knee_pad,unicycle,valley
4381317977,matchstick,mushroom,drumstick,panpipe,ice_lolly,wooden_spoon,bolete,banana,eggnog,broom
4373350456,candle,Band_Aid,ice_cream,maraca,coffee_mug,piggy_bank,teapot,cup,lighter,pitcher
4069724705,feather_boa,spotlight,stage,jellyfish,theater_curtain,microphone,fountain,scorpion,projector,volcano
4332638502,wig,stethoscope,whistle,hair_spray,abaya,cloak,academic_gown,lipstick,mortarboard,mask
4325179252,steam_locomotive,passenger_car,electric_locomotive,freight_car,streetcar,crane,tank,dock,trolleybus,greenhouse
4379237554,bassinet,cradle,diaper,bonnet,bath_towel,nipple,bib,Band_Aid,crib,paper_towel
4344534346,picket_fence,vase,pot,greenhouse,birdhouse,altar,groom,chime,handkerchief,kimono
4378394019,flat-coated_retriever,Labrador_retriever,Great_Dane,German_short-haired_pointer,bluetick,Newfoundland,cocker_spaniel,English_springer,curly-coated_retriever,dalmatian
4370538257,stretcher,military_uniform,barbershop,hog,sunscreen,jinrikisha,library,swimming_trunks,prison,shoe_shop
4385300372,wardrobe,shower_curtain,abaya,vestment,cloak,four-poster,gown,medicine_chest,altar,theater_curtain
4379621037,microphone,oboe,sax,drumstick,grand_piano,cleaver,French_horn,accordion,spatula,syringe
4360045094,coil,bannister,toilet_tissue,car_wheel,electric_fan,paper_towel,tile_roof,rain_barrel,lampshade,bucket
4332579064,greenhouse,prison,window_screen,chainlink_fence,fountain,turnstile,window_shade,sliding_door,bannister,park_bench
4384505108,microphone,harmonica,lipstick,hair_spray,cellular_telephone,book_jacket,drumstick,perfume,mask,binoculars
4371601132,tub,diaper,bathtub,crossword_puzzle,jigsaw_puzzle,quill,stethoscope,bath_towel,syringe,cradle
4379519297,restaurant,carousel,fire_engine,cinema,stage,pool_table,confectionery,throne,toyshop,altar
4378619676,beer_bottle,chocolate_sauce,lotion,digital_watch,sunscreen,coffee_mug,perfume,beer_glass,stopwatch,water_bottle
4328261210,photocopier,library,file,bookshop,lab_coat,printer,desk,cash_machine,monitor,carton
4423442575,soap_dispenser,plunger,spotlight,table_lamp,water_bottle,spindle,tricycle,vacuum,lampshade,quill
4373274389,barn,picket_fence,nail,fountain,padlock,prison,swab,barrel,worm_fence,chainlink_fence
4374584560,mobile_home,barbershop,mailbox,sliding_door,barn,boathouse,patio,cinema,crate,moving_van
4340749381,mousetrap,matchstick,Band_Aid,packet,syringe,cassette,rule,rubber_eraser,safety_pin,envelope
4374278672,wall_clock,analog_clock,racer,magnetic_compass,stopwatch,slot,beer_bottle,bell_cote,shield,barometer
4339136821,stage,television,snowmobile,home_theater,monitor,web_site,electric_guitar,joystick,ballplayer,breastplate
4366465086,bulbul,great_grey_owl,prairie_chicken,ruffed_grouse,magpie,ptarmigan,black_grouse,quail,jay,hummingbird
4375679335,seashore,sandbar,promontory,cliff,valley,lakeside,thatch,wreck,porcupine,hay
4334742738,park_bench,megalith,stone_wall,lakeside,swing,peacock,brass,birdhouse,worm_fence,barn
4377149542,hay,viaduct,barn,plow,radio_telescope,trailer_truck,megalith,maze,stone_wall,harvester
4332037575,bathing_cap,jersey,maillot,sweatshirt,umbrella,maillot,swimming_trunks,miniskirt,ping-pong_ball,balloon
4365309721,park_bench,pot,pineapple,mantis,Granny_Smith,sunglasses,sunglass,patio,cucumber,monarch
4359031315,shopping_cart,forklift,harvester,maze,snowplow,cab,ambulance,lawn_mower,racer,tow_truck
4322380906,jack-o'-lantern,piggy_bank,chocolate_sauce,maraca,candle,ladybug,teapot,perfume,lampshade,cockroach
4384118636,book_jacket,menu,brass,cash_machine,street_sign,jersey,parking_meter,ashcan,cellular_telephone,traffic_light
4378051811,stage,theater_curtain,electric_guitar,accordion,spotlight,grand_piano,banjo,trombone,sax,marimba
4364741879,swing,jean,suit,totem_pole,bow_tie,kimono,stone_wall,groom,thatch,miniskirt
4356037657,indigo_bunting,house_finch,worm_fence,ruffed_grouse,water_ouzel,junco,coucal,robin,brambling,jacamar
4361948608,fountain,palace,castle,mosque,stupa,church,monastery,bell_cote,carousel,broom
4384681940,lumbermill,marimba,butcher_shop,forklift,steel_drum,garbage_truck,barbershop,prison,solar_dish,restaurant
4335587285,fountain,lakeside,pirate,castle,dock,palace,drilling_platform,pier,fireboat,breakwater
4340750563,ant,web_site,necklace,red_wine,hip,dragonfly,fly,perfume,hook,bubble
4367669007,hare,wood_rabbit,coyote,wallaby,ibex,impala,gazelle,grey_fox,bighorn,red_wolf
4365076876,snowmobile,ski,dogsled,alp,snowplow,lakeside,sandbar,barn,breakwater,seashore
4374596214,trench_coat,suit,miniskirt,wig,fur_coat,jean,crutch,stole,cloak,bow_tie
4334870646,pineapple,vase,totem_pole,pot,shower_curtain,mask,axolotl,crayfish,ear,feather_boa
4340969749,motor_scooter,moped,golfcart,crash_helmet,barrow,lawn_mower,snowmobile,backpack,tricycle,shopping_cart
4318729075,impala,gazelle,ibex,wallaby,cougar,hartebeest,hare,brambling,junco,goose
4373103127,bath_towel,mask,loupe,cloak,shower_cap,bonnet,bubble,sombrero,cowboy_hat,guillotine
4335068744,castle,palace,monastery,church,prison,fountain,alp,beacon,valley,cliff
4365736742,apron,miniskirt,plunger,brassiere,maillot,overskirt,maillot,sarong,gown,shower_curtain
4315685739,spotlight,vault,church,palace,bell_cote,fountain,restaurant,torch,cinema,pier
4342619281,wreck,seashore,breakwater,lakeside,swab,sandbar,geyser,cliff,fountain,crutch
4366502808,kite,vulture,goose,pelican,crane,white_stork,bustard,black_stork,hornbill,bald_eagle
4376803789,limousine,cab,minivan,trolleybus,police_van,traffic_light,parking_meter,streetcar,bullet_train,car_mirror
4319423640,tiger_cat,tabby,Egyptian_cat,lynx,remote_control,space_heater,printer,plastic_bag,carton,computer_keyboard
4377483209,car_mirror,park_bench,picket_fence,greenhouse,streetcar,traffic_light,parking_meter,worm_fence,bannister,water_tower
4317235620,fireboat,lifeboat,ski,speedboat,parachute,paddle,crane,cab,vacuum,go-kart
4365665827,stage,microphone,spotlight,matchstick,flute,torch,theater_curtain,suit,sax,harmonica
4361385481,lakeside,sandbar,seashore,breakwater,obelisk,cliff,park_bench,promontory,dam,viaduct
4383566598,menu,binder,envelope,book_jacket,refrigerator,web_site,iPod,carton,cash_machine,tray
4344443628,bobsled,turnstile,bullet_train,bannister,punching_bag,swab,broom,spotlight,stretcher,cash_machine
4332346254,sundial,steel_arch_bridge,lakeside,pier,cannon,wreck,breakwater,radio_telescope,aircraft_carrier,maze
4367479615,macaw,lorikeet,cock,vulture,toucan,hen,mask,black_stork,wig,feather_boa
4382232591,lakeside,palace,boathouse,beer_bottle,fountain,vending_machine,park_bench,wine_bottle,water_bottle,picket_fence
4371608204,redbone,Doberman,Staffordshire_bullterrier,American_Staffordshire_terrier,bloodhound,Rhodesian_ridgeback,black-and-tan_coonhound,boxer,bull_mastiff,Great_Dane
4375019743,geyser,lakeside,breakwater,castle,valley,sandbar,seashore,alp,snowmobile,dam
4381069026,car_mirror,seat_belt,iron,cash_machine,pay-phone,television,screen,dial_telephone,cellular_telephone,hair_spray
4365694248,modem,packet,book_jacket,binder,carton,envelope,laptop,hard_disc,hand_blower,pick
4383395148,prison,bannister,vault,bullet_train,pier,suspension_bridge,shopping_cart,steel_arch_bridge,scoreboard,turnstile
4064123279,swing,groom,web_site,horizontal_bar,bow_tie,rapeseed,television,window_screen,sunglasses,balance_beam
4335800789,pencil_sharpener,matchstick,panpipe,accordion,lighter,candle,radiator,switch,organ,marimba
4375483378,fountain,spotlight,greenhouse,stage,traffic_light,cinema,park_bench,picket_fence,theater_curtain,coral_reef
4349367296,ladybug,jellyfish,bubble,bee,balloon,leaf_beetle,hip,parachute,goldfish,coral_reef
4361056079,alp,cliff,ski,valley,ski_mask,cliff_dwelling,snowmobile,shovel,dogsled,unicycle
4380570884,church,castle,bell_cote,palace,monastery,boathouse,flagpole,picket_fence,beacon,alp
4342554441,bow_tie,suit,Windsor_tie,groom,accordion,banjo,jean,sax,bolo_tie,wig
4319940054,vault,monastery,prison,church,altar,triumphal_arch,bannister,radiator,bell_cote,umbrella
4376077393,obelisk,fountain,palace,stupa,park_bench,picket_fence,pedestal,triumphal_arch,church,mosque
4315057503,horizontal_bar,parallel_bars,volleyball,soccer_ball,swing,bow,maraca,balloon,baseball,bubble
2343985959,Christmas_stocking,handkerchief,apron,packet,envelope,comic_book,toyshop,wallet,bookshop,pillow
4314568895,stage,sax,cornet,spotlight,trombone,maraca,maypole,whistle,unicycle,harp
4353131123,ski,mask,sandal,ski_mask,doormat,clog,mitten,shovel,puck,spatula
4382634369,acoustic_guitar,electric_guitar,microphone,banjo,projector,oscilloscope,violin,assault_rifle,remote_control,bow
4368002011,killer_whale,grey_whale,red-breasted_merganser,drake,goose,great_white_shark,magpie,pelican,sea_lion,fountain
4351269513,park_bench,horse_cart,thatch,viaduct,barrow,planetarium,barn,fountain,shopping_cart,worm_fence
4325424954,grocery_store,bookshop,tobacco_shop,restaurant,cinema,confectionery,library,bakery,shoe_shop,streetcar
4343719685,pier,suspension_bridge,drilling_platform,steel_arch_bridge,dock,obelisk,lakeside,space_shuttle,palace,liner
4351596089,prison,vault,monastery,church,bannister,picket_fence,organ,viaduct,altar,palace
4319563246,pirate,lakeside,maze,valley,coral_reef,jigsaw_puzzle,greenhouse,wreck,spider_web,mountain_bike
269668602,stage,spotlight,sax,gasmask,traffic_light,torch,fountain,bow_tie,electric_guitar,mask
4383826249,dam,hay,tank,castle,cannon,lumbermill,harvester,breakwater,crane,trailer_truck
4378145275,pier,lakeside,dock,boathouse,breakwater,sandbar,seashore,patio,bannister,pole
4341376251,cloak,hay,stole,poncho,cardigan,briard,cowboy_hat,rifle,megalith,komondor
4374130984,bathing_cap,canoe,flute,Indian_cobra,paddle,ice_lolly,tub,bucket,potter's_wheel,barrow
4374226542,water_bottle,bonnet,dishrag,cowboy_hat,poncho,bassinet,purse,backpack,lampshade,sombrero
4376602648,cliff,promontory,seashore,breakwater,beacon,castle,lakeside,sandbar,dam,valley
4383326214,tiger,tiger_cat,shower_curtain,comic_book,plate_rack,book_jacket,handkerchief,vase,tabby,pillow
4366243230,hair_slide,bib,bolo_tie,bathing_cap,whistle,parachute,bonnet,buckle,mask,bow_tie
4375196072,web_site,ibex,ice_bear,brown_bear,alp,bighorn,seashore,television,timber_wolf,bison
